Nacional	Comunidades y Ciudades Autónomas	Covid-19	Sexo	Edad	Total
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus identificado	Mujeres	95 y más años	80
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	Total	179
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	1
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	..
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	1
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	2
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	2
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	3
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	11
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	22
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	55
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	49
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	33
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	65
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	1
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	..
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	1
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	1
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	2
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	1
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	4
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	9
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	25
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	13
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	8
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	114
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	..
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	..
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	..
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	1
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	..
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	2
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	7
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	13
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	30
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	36
Total nacional	Navarra, Comunidad Foral de	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	25
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	Total	5.555
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 0 a 49 años	168
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 50 a 54 años	111
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 55 a 59 años	189
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 60 a 64 años	265
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 65 a 69 años	301
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 70 a 74 años	406
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 75 a 79 años	530
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 80 a 84 años	747
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 85 a 89 años	1.183
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	De 90 a 94 años	1.051
Total nacional	Navarra, Comunidad Foral de	Otras causas	Total	95 y más años	604
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	Total	2.817
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 0 a 49 años	106
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 50 a 54 años	79
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 55 a 59 años	128
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 60 a 64 años	159
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 65 a 69 años	200
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 70 a 74 años	266
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 75 a 79 años	320
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 80 a 84 años	426
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 85 a 89 años	585
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	De 90 a 94 años	399
Total nacional	Navarra, Comunidad Foral de	Otras causas	Hombres	95 y más años	149
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	Total	2.738
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 0 a 49 años	62
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 50 a 54 años	32
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 55 a 59 años	61
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 60 a 64 años	106
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 65 a 69 años	101
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 70 a 74 años	140
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 75 a 79 años	210
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 80 a 84 años	321
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 85 a 89 años	598
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	De 90 a 94 años	652
Total nacional	Navarra, Comunidad Foral de	Otras causas	Mujeres	95 y más años	455
Total nacional	País Vasco	Total	Total	Total	24.041
Total nacional	País Vasco	Total	Total	De 0 a 49 años	658
Total nacional	País Vasco	Total	Total	De 50 a 54 años	437
Total nacional	País Vasco	Total	Total	De 55 a 59 años	692
Total nacional	País Vasco	Total	Total	De 60 a 64 años	1.052
Total nacional	País Vasco	Total	Total	De 65 a 69 años	1.296
Total nacional	País Vasco	Total	Total	De 70 a 74 años	1.818
Total nacional	País Vasco	Total	Total	De 75 a 79 años	2.437
Total nacional	País Vasco	Total	Total	De 80 a 84 años	3.400
Total nacional	País Vasco	Total	Total	De 85 a 89 años	5.468
Total nacional	País Vasco	Total	Total	De 90 a 94 años	4.596
Total nacional	País Vasco	Total	Total	95 y más años	2.187
Total nacional	País Vasco	Total	Hombres	Total	11.936
Total nacional	País Vasco	Total	Hombres	De 0 a 49 años	419
Total nacional	País Vasco	Total	Hombres	De 50 a 54 años	273
Total nacional	País Vasco	Total	Hombres	De 55 a 59 años	445
Total nacional	País Vasco	Total	Hombres	De 60 a 64 años	720
Total nacional	País Vasco	Total	Hombres	De 65 a 69 años	884
Total nacional	País Vasco	Total	Hombres	De 70 a 74 años	1.195
Total nacional	País Vasco	Total	Hombres	De 75 a 79 años	1.539
Total nacional	País Vasco	Total	Hombres	De 80 a 84 años	1.880
Total nacional	País Vasco	Total	Hombres	De 85 a 89 años	2.500
Total nacional	País Vasco	Total	Hombres	De 90 a 94 años	1.568
Total nacional	País Vasco	Total	Hombres	95 y más años	513
Total nacional	País Vasco	Total	Mujeres	Total	12.105
Total nacional	País Vasco	Total	Mujeres	De 0 a 49 años	239
Total nacional	País Vasco	Total	Mujeres	De 50 a 54 años	164
Total nacional	País Vasco	Total	Mujeres	De 55 a 59 años	247
Total nacional	País Vasco	Total	Mujeres	De 60 a 64 años	332
Total nacional	País Vasco	Total	Mujeres	De 65 a 69 años	412
Total nacional	País Vasco	Total	Mujeres	De 70 a 74 años	623
Total nacional	País Vasco	Total	Mujeres	De 75 a 79 años	898
Total nacional	País Vasco	Total	Mujeres	De 80 a 84 años	1.520
Total nacional	País Vasco	Total	Mujeres	De 85 a 89 años	2.968
Total nacional	País Vasco	Total	Mujeres	De 90 a 94 años	3.028
Total nacional	País Vasco	Total	Mujeres	95 y más años	1.674
Total nacional	País Vasco	Covid-19 Virus identificado	Total	Total	2.753
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 0 a 49 años	26
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 50 a 54 años	13
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 55 a 59 años	41
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 60 a 64 años	71
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 65 a 69 años	107
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 70 a 74 años	200
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 75 a 79 años	304
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 80 a 84 años	462
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 85 a 89 años	717
Total nacional	País Vasco	Covid-19 Virus identificado	Total	De 90 a 94 años	561
Total nacional	País Vasco	Covid-19 Virus identificado	Total	95 y más años	251
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	Total	1.413
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 0 a 49 años	13
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 50 a 54 años	3
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 55 a 59 años	25
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 60 a 64 años	56
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 65 a 69 años	78
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 70 a 74 años	153
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 75 a 79 años	200
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 80 a 84 años	273
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 85 a 89 años	349
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	De 90 a 94 años	209
Total nacional	País Vasco	Covid-19 Virus identificado	Hombres	95 y más años	54
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	Total	1.340
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	13
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	10
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	16
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	15
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	29
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	47
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	104
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	189
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	368
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	352
Total nacional	País Vasco	Covid-19 Virus identificado	Mujeres	95 y más años	197
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	Total	311
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	1
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	3
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	4
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	7
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	11
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	11
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	26
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	53
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	98
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	65
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	32
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	153
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	1
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	2
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	2
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	6
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	10
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	7
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	14
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	25
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	52
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	25
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	9
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	158
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	..
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	1
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	2
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	1
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	1
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	4
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	12
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	28
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	46
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	40
Total nacional	País Vasco	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	23
Total nacional	País Vasco	Otras causas	Total	Total	20.977
Total nacional	País Vasco	Otras causas	Total	De 0 a 49 años	631
Total nacional	País Vasco	Otras causas	Total	De 50 a 54 años	421
Total nacional	País Vasco	Otras causas	Total	De 55 a 59 años	647
Total nacional	País Vasco	Otras causas	Total	De 60 a 64 años	974
Total nacional	País Vasco	Otras causas	Total	De 65 a 69 años	1.178
Total nacional	País Vasco	Otras causas	Total	De 70 a 74 años	1.607
Total nacional	País Vasco	Otras causas	Total	De 75 a 79 años	2.107
Total nacional	País Vasco	Otras causas	Total	De 80 a 84 años	2.885
Total nacional	País Vasco	Otras causas	Total	De 85 a 89 años	4.653
Total nacional	País Vasco	Otras causas	Total	De 90 a 94 años	3.970
Total nacional	País Vasco	Otras causas	Total	95 y más años	1.904
Total nacional	País Vasco	Otras causas	Hombres	Total	10.370
Total nacional	País Vasco	Otras causas	Hombres	De 0 a 49 años	405
Total nacional	País Vasco	Otras causas	Hombres	De 50 a 54 años	268
Total nacional	País Vasco	Otras causas	Hombres	De 55 a 59 años	418
Total nacional	País Vasco	Otras causas	Hombres	De 60 a 64 años	658
Total nacional	País Vasco	Otras causas	Hombres	De 65 a 69 años	796
Total nacional	País Vasco	Otras causas	Hombres	De 70 a 74 años	1.035
Total nacional	País Vasco	Otras causas	Hombres	De 75 a 79 años	1.325
Total nacional	País Vasco	Otras causas	Hombres	De 80 a 84 años	1.582
Total nacional	País Vasco	Otras causas	Hombres	De 85 a 89 años	2.099
Total nacional	País Vasco	Otras causas	Hombres	De 90 a 94 años	1.334
Total nacional	País Vasco	Otras causas	Hombres	95 y más años	450
Total nacional	País Vasco	Otras causas	Mujeres	Total	10.607
Total nacional	País Vasco	Otras causas	Mujeres	De 0 a 49 años	226
Total nacional	País Vasco	Otras causas	Mujeres	De 50 a 54 años	153
Total nacional	País Vasco	Otras causas	Mujeres	De 55 a 59 años	229
Total nacional	País Vasco	Otras causas	Mujeres	De 60 a 64 años	316
Total nacional	País Vasco	Otras causas	Mujeres	De 65 a 69 años	382
Total nacional	País Vasco	Otras causas	Mujeres	De 70 a 74 años	572
Total nacional	País Vasco	Otras causas	Mujeres	De 75 a 79 años	782
Total nacional	País Vasco	Otras causas	Mujeres	De 80 a 84 años	1.303
Total nacional	País Vasco	Otras causas	Mujeres	De 85 a 89 años	2.554
Total nacional	País Vasco	Otras causas	Mujeres	De 90 a 94 años	2.636
Total nacional	País Vasco	Otras causas	Mujeres	95 y más años	1.454
Total nacional	Rioja, La	Total	Total	Total	3.727
Total nacional	Rioja, La	Total	Total	De 0 a 49 años	97
Total nacional	Rioja, La	Total	Total	De 50 a 54 años	61
Total nacional	Rioja, La	Total	Total	De 55 a 59 años	99
Total nacional	Rioja, La	Total	Total	De 60 a 64 años	150
Total nacional	Rioja, La	Total	Total	De 65 a 69 años	203
Total nacional	Rioja, La	Total	Total	De 70 a 74 años	269
Total nacional	Rioja, La	Total	Total	De 75 a 79 años	367
Total nacional	Rioja, La	Total	Total	De 80 a 84 años	519
Total nacional	Rioja, La	Total	Total	De 85 a 89 años	866
Total nacional	Rioja, La	Total	Total	De 90 a 94 años	687
Total nacional	Rioja, La	Total	Total	95 y más años	409
Total nacional	Rioja, La	Total	Hombres	Total	1.918
Total nacional	Rioja, La	Total	Hombres	De 0 a 49 años	67
Total nacional	Rioja, La	Total	Hombres	De 50 a 54 años	42
Total nacional	Rioja, La	Total	Hombres	De 55 a 59 años	66
Total nacional	Rioja, La	Total	Hombres	De 60 a 64 años	105
Total nacional	Rioja, La	Total	Hombres	De 65 a 69 años	140
Total nacional	Rioja, La	Total	Hombres	De 70 a 74 años	178
Total nacional	Rioja, La	Total	Hombres	De 75 a 79 años	225
Total nacional	Rioja, La	Total	Hombres	De 80 a 84 años	306
Total nacional	Rioja, La	Total	Hombres	De 85 a 89 años	432
Total nacional	Rioja, La	Total	Hombres	De 90 a 94 años	248
Total nacional	Rioja, La	Total	Hombres	95 y más años	109
Total nacional	Rioja, La	Total	Mujeres	Total	1.809
Total nacional	Rioja, La	Total	Mujeres	De 0 a 49 años	30
Total nacional	Rioja, La	Total	Mujeres	De 50 a 54 años	19
Total nacional	Rioja, La	Total	Mujeres	De 55 a 59 años	33
Total nacional	Rioja, La	Total	Mujeres	De 60 a 64 años	45
Total nacional	Rioja, La	Total	Mujeres	De 65 a 69 años	63
Total nacional	Rioja, La	Total	Mujeres	De 70 a 74 años	91
Total nacional	Rioja, La	Total	Mujeres	De 75 a 79 años	142
Total nacional	Rioja, La	Total	Mujeres	De 80 a 84 años	213
Total nacional	Rioja, La	Total	Mujeres	De 85 a 89 años	434
Total nacional	Rioja, La	Total	Mujeres	De 90 a 94 años	439
Total nacional	Rioja, La	Total	Mujeres	95 y más años	300
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	Total	577
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 0 a 49 años	13
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 50 a 54 años	6
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 55 a 59 años	6
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 60 a 64 años	12
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 65 a 69 años	26
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 70 a 74 años	36
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 75 a 79 años	78
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 80 a 84 años	85
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 85 a 89 años	152
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	De 90 a 94 años	112
Total nacional	Rioja, La	Covid-19 Virus identificado	Total	95 y más años	51
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	Total	303
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 0 a 49 años	8
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 50 a 54 años	6
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 55 a 59 años	6
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 60 a 64 años	9
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 65 a 69 años	22
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 70 a 74 años	26
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 75 a 79 años	45
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 80 a 84 años	50
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 85 a 89 años	82
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	De 90 a 94 años	37
Total nacional	Rioja, La	Covid-19 Virus identificado	Hombres	95 y más años	12
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	Total	274
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	5
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	..
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	..
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	3
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	4
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	10
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	33
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	35
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	70
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	75
Total nacional	Rioja, La	Covid-19 Virus identificado	Mujeres	95 y más años	39
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	Total	71
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	4
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	6
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	10
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	14
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	22
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	15
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	35
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	1
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	3
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	8
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	8
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	11
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	4
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	36
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	..
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	3
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	3
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	2
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	6
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	11
Total nacional	Rioja, La	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	11
Total nacional	Rioja, La	Otras causas	Total	Total	3.079
Total nacional	Rioja, La	Otras causas	Total	De 0 a 49 años	84
Total nacional	Rioja, La	Otras causas	Total	De 50 a 54 años	55
Total nacional	Rioja, La	Otras causas	Total	De 55 a 59 años	93
Total nacional	Rioja, La	Otras causas	Total	De 60 a 64 años	138
Total nacional	Rioja, La	Otras causas	Total	De 65 a 69 años	177
